wedding18.py,100.0,"
"
wedding12.py,100.0,"
"
wedding39.py,7.63,"
"
wedding29.py,100.0,"
"
wedding1.py,100.0,"
"
wedding26.py,100.0,"
"
wedding17.py,100.0,"
"
wedding31.py,100.0,"
"
wedding14.py,100.0,"
"
wedding37.py,100.0,"
"
wedding11.py,100.0,"
"
wedding25.py,100.0,"
"
wedding7.py,100.0,"
"
wedding4.py,65.65,"
"
wedding22.py,100.0,"
"
wedding13.py,100.0,"
"
wedding21.py,100.0,"
"
wedding9.py,0,"
"
wedding8.py,100.0,"
"
wedding36.py,0,"
"
wedding2.py,100.0,"
"
wedding38.py,59.54,"
"
wedding16.py,100.0,"
"
wedding3.py,100.0,"
"
wedding23.py,100.0,"
"
wedding20.py,100.0,"
"
wedding27.py,100.0,"
"
wedding15.py,7.63,"
"
wedding34.py,100.0,"
"
wedding5.py,100.0,"
"
wedding0.py,100.0,"
"
wedding28.py,100.0,"
"
wedding33.py,0,"
"
wedding30.py,100.0,"
"
wedding6.py,100.0,"
"
wedding32.py,100.0,"
"
wedding24.py,100.0,"
"
wedding10.py,59.54,"
"
wedding19.py,7.63,"
"
wedding35.py,100.0,"
"
wedding18.py,0
wedding12.py,0
wedding18.py,0
wedding12.py,0
wedding39.py,0
wedding29.py,0
wedding1.py,0
wedding26.py,0
wedding17.py,0
wedding31.py,0
wedding14.py,0
wedding37.py,0
wedding11.py,0
wedding25.py,0
wedding7.py,0
wedding4.py,0
wedding22.py,0
wedding13.py,0
wedding21.py,0
wedding9.py,0
wedding8.py,0
wedding36.py,0
wedding2.py,0
wedding38.py,0
wedding16.py,0
wedding3.py,0
wedding23.py,0
wedding20.py,0
wedding27.py,0
wedding15.py,0
wedding34.py,0
wedding5.py,0
wedding0.py,0
wedding28.py,0
wedding33.py,0
wedding30.py,0
wedding6.py,0
wedding32.py,0
wedding24.py,0
wedding10.py,0
wedding19.py,0
wedding35.py,0
wedding18.py,0
wedding12.py,0
wedding39.py,0
wedding29.py,0
wedding1.py,0
wedding26.py,0
wedding17.py,0
wedding31.py,0
wedding14.py,0
wedding37.py,0
wedding11.py,0
wedding25.py,0
wedding7.py,0
wedding4.py,0
wedding22.py,0
wedding13.py,0
wedding21.py,0
wedding9.py,0
wedding8.py,0
wedding36.py,0
wedding2.py,0
wedding38.py,0
wedding16.py,0
wedding3.py,0
wedding23.py,0
wedding20.py,0
wedding27.py,0
wedding15.py,0
wedding34.py,0
wedding5.py,0
wedding0.py,0
wedding28.py,0
wedding33.py,0
wedding30.py,0
wedding6.py,0
wedding32.py,0
wedding24.py,0
wedding10.py,0
wedding19.py,0
wedding35.py,0
wedding18.py,100.0
wedding12.py,100.0
wedding39.py,7.63
wedding29.py,100.0
wedding1.py,100.0
wedding26.py,100.0
wedding17.py,100.0
wedding31.py,100.0
wedding14.py,100.0
wedding37.py,100.0
wedding11.py,100.0
wedding25.py,100.0
wedding7.py,100.0
wedding4.py,65.65
wedding22.py,100.0
wedding13.py,100.0
wedding21.py,100.0
wedding9.py,0
wedding8.py,100.0
wedding36.py,0
wedding2.py,100.0
wedding38.py,59.54
wedding16.py,100.0
wedding3.py,100.0
wedding23.py,100.0
wedding20.py,100.0
wedding27.py,100.0
wedding15.py,7.63
wedding34.py,100.0
wedding5.py,100.0
wedding0.py,100.0
wedding28.py,100.0
wedding33.py,0
wedding30.py,100.0
wedding6.py,100.0
wedding32.py,100.0
wedding24.py,100.0
wedding10.py,59.54
wedding19.py,7.63
wedding35.py,100.0
wedding18.py,100.0
wedding12.py,100.0
wedding39.py,7.63
wedding29.py,100.0
wedding1.py,100.0
wedding26.py,100.0
wedding17.py,100.0
wedding31.py,100.0
wedding14.py,100.0
wedding37.py,100.0
wedding11.py,100.0
wedding25.py,100.0
wedding7.py,100.0
wedding4.py,65.65
wedding22.py,100.0
wedding13.py,100.0
wedding21.py,100.0
wedding9.py,0
wedding8.py,100.0
wedding36.py,0
wedding2.py,100.0
wedding38.py,59.54
wedding16.py,100.0
wedding3.py,100.0
wedding23.py,100.0
wedding20.py,100.0
wedding27.py,100.0
wedding15.py,7.63
wedding34.py,100.0
wedding5.py,100.0
wedding0.py,100.0
wedding28.py,100.0
wedding33.py,0
wedding30.py,100.0
wedding6.py,100.0
wedding32.py,100.0
wedding24.py,100.0
wedding10.py,59.54
wedding19.py,7.63
wedding35.py,100.0
